author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground;residential_complex
BY Moscow City;real_estate_agent;https://www.cian.ru/rent/flat/294466363/;Москва;rent;flat;44;78;3;123.0;430000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300476272/;Москва;rent;flat;15;15;3;210.0;800000;0;Мещанский;Цветной бульвар;2;Трубная;
Корона;real_estate_agent;https://www.cian.ru/rent/flat/301926193/;Москва;rent;flat;8;16;3;112.0;90000;0;Кунцево;Истринская ;8к3;Кунцевская;
Циан х ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300913633/;Москва;rent;flat;12;17;3;72.7;88000;0;Черемушки; Наметкина;11;Новые Черёмушки;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/297236224/;Москва;rent;flat;31;76;3;170.0;500000;0;Пресненский;набережная Пресненская;8с1;Деловой центр;
Ольга Миронова;realtor;https://www.cian.ru/rent/flat/302436881/;Москва;rent;flat;10;26;3;74.0;60000;0;Митино;Муравская ;38к1;Пятницкое шоссе;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/299384321/;Москва;rent;flat;4;6;3;150.0;650000;0;Хамовники; Льва Толстого;23к1;Парк Культуры;
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/300288116/;Москва;rent;flat;4;8;3;150.0;650000;0;Хамовники; Льва Толстого;23к1;Парк Культуры;
Столичная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/302447012/;Москва;rent;flat;19;22;3;75.0;55000;0;Коньково;Профсоюзная ;98К12;Беляево;
Kalinka Group;real_estate_agent;https://www.cian.ru/rent/flat/158372995/;Москва;rent;flat;3;7;3;130.0;529245;0;Хамовники;Пречистенская набережная;17-19;Кропоткинская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302491159/;Москва;rent;flat;14;16;3;178.0;700000;0;Арбат; Новый Арбат;27;Смоленская;
Юрий Старшинов;realtor;https://www.cian.ru/rent/flat/295261240/;Москва;rent;flat;2;5;3;60.0;50000;0;Черемушки;Херсонская ;36К4;Зюзино;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302088560/;Москва;rent;flat;9;13;3;120.0;200000;0;Нагатинский затон;Коломенская ;21К3;Кленовый бульвар;
ID 116917282;homeowner;https://www.cian.ru/rent/flat/302410652/;Москва;rent;flat;13;25;3;90.0;150000;0;Очаково-Матвеевское;Мичуринский проспект;80;Озёрная;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300935887/;Москва;rent;flat;3;6;4;140.0;500000;0;Пресненский;Большая Садовая ;10;Маяковская;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/299530275/;Москва;rent;flat;8;10;4;273.4;750000;0;Якиманка; Малая Полянка;2;Полянка;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/300144032/;Москва;rent;flat;7;10;4;273.0;750000;0;Якиманка; Малая Полянка;2;Полянка;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/299518351/;Москва;rent;flat;7;10;4;232.0;750000;0;Якиманка; Малая Полянка;2;Полянка;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299600147/;Москва;rent;flat;7;10;4;232.0;750000;0;Якиманка; Малая Полянка;2;Полянка;
MC REALTY;real_estate_agent;https://www.cian.ru/rent/flat/283434013/;Москва;rent;flat;82;85;4;290.0;1000000;0;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300609570/;Москва;rent;flat;3;12;4;130.0;630000;0;Хамовники; Ефремова;10;Фрунзенская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300076574/;Москва;rent;flat;9;11;4;170.0;1000000;0;Хамовники;Трубецкая ;12;Фрунзенская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/299776601/;Москва;rent;flat;6;16;4;165.0;600000;0;Арбат; Новый Арбат;27;Смоленская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/294862595/;Москва;rent;flat;3;10;4;149.0;350000;0;Тверской; Фадеева;4А;Новослободская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/299783268/;Москва;rent;flat;7;12;4;112.0;250000;0;Замоскворечье;Мытная ;7с1;Серпуховская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299731995/;Москва;rent;flat;7;17;4;106.0;250000;0;Замоскворечье;Мытная ;7с1;Серпуховская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/296855765/;Москва;rent;flat;14;14;4;220.0;1000000;0;Дорогомилово;Студенческая ;20к1;Студенческая;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302250817/;Москва;rent;flat;2;21;4;115.0;350000;0;Раменки;Мосфильмовская ;88к6;Раменки;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302073274/;Москва;rent;flat;4;8;4;190.0;350000;0;Замоскворечье; Бахрушина;19С2;Павелецкая;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/295726232/;Москва;rent;flat;4;9;4;204.0;1000000;0;Хамовники;Погодинская ;4;Фрунзенская;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/302091142/;Москва;rent;flat;4;8;4;190.0;350000;0;Замоскворечье; Бахрушина;19С2;Павелецкая;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/296128477/;Москва;rent;flat;7;7;4;217.0;450000;0;Басманный;переулок Лялин;19К1;Курская;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/298492915/;Москва;rent;flat;7;7;4;225.0;450000;0;Басманный;переулок Лялин;19К1;Курская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301452048/;Москва;rent;flat;2;4;4;133.0;300000;0;Тверской; Большая Дмитровка;7/5С3;Театральная;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/300730919/;Москва;rent;flat;2;8;4;318.0;1800000;0;Хамовники;переулок Хилков;1;Парк Культуры;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/302136305/;Москва;rent;flat;2;4;4;133.0;300000;0;Тверской; Большая Дмитровка;7/5С3;Театральная;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299769746/;Москва;rent;flat;2;7;4;320.0;1800000;0;Хамовники;переулок Хилков;1;Парк Культуры;
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/301554876/;Москва;rent;flat;2;8;4;320.0;1700000;0;Хамовники;переулок Хилков;1;Парк Культуры;
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/rent/flat/270987269/;Москва;rent;flat;2;8;4;340.0;1800000;0;Хамовники;переулок Хилков;1;Парк Культуры;
Вертикаль;real_estate_agent;https://www.cian.ru/rent/flat/302483650/;Москва;rent;flat;17;25;4;150.0;295000;0;Проспект Вернадского; Удальцова;85А;Мичуринский проспект;
ДОМ.РФ Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302503074/;Москва;rent;flat;23;23;4;94.0;165800;0;Щукино; Берзарина;30;Октябрьское поле;
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301923765/;Москва;rent;flat;7;10;4;150.0;350000;0;Пресненский; Красная Пресня;7;Краснопресненская;
Capital Mars;real_estate_agent;https://www.cian.ru/rent/flat/301771889/;Москва;rent;flat;18;32;4;92.0;113000;0;Марьино;Донецкая ;30к2;Курьяново;
Delight  Realty;real_estate_agent;https://www.cian.ru/rent/flat/301920984/;Москва;rent;flat;6;7;4;100.0;320000;0;Пресненский;Ермолаевский переулок;10/7;Маяковская;
Мой Дом - отделение Добрынинское;real_estate_agent;https://www.cian.ru/rent/flat/300797656/;Москва;rent;flat;1;12;4;62.0;63000;0;Ясенево;Голубинская ;25К2;Ясенево;
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301912158/;Москва;rent;flat;13;32;4;80.0;120000;0;Нижегородский;Перовское шоссе;2к3;Нижегородская;
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302411716/;Москва;rent;flat;3;32;4;80.0;120000;0;Нижегородский;Перовское шоссе;2к2;Нижегородская;
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/302239571/;Москва;rent;flat;7;10;4;150.0;350000;0;Пресненский; Красная Пресня;7;Краснопресненская;
Penny Lane Realty;real_estate_agent;https://www.cian.ru/rent/flat/302140433/;Москва;rent;flat;16;24;4;150.0;250000;0;Покровское-Стрешнево;Иваньковское шоссе;5;Щукинская;
TimeProperty;real_estate_agent;https://www.cian.ru/rent/flat/300943923/;Москва;rent;flat;7;7;4;120.0;250000;0;Тверской;2-й Самотечный переулок;1;Достоевская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300380951/;Москва;rent;flat;34;40;4;180.0;500000;0;Хорошевский;Чапаевский переулок;3;Аэропорт;
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302331447/;Москва;rent;flat;1;5;4;100.0;180000;0;Хамовники; Плющиха;43-47;Киевская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/298168097/;Москва;rent;flat;3;5;4;178.0;700000;0;Хамовники; Остоженка;7С1;Кропоткинская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300432732/;Москва;rent;flat;6;6;4;283.0;1200000;0;Басманный;Казарменный переулок;3С6;Курская;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/rent/flat/300930205/;Москва;rent;flat;2;14;4;70.0;77000;0;Новогиреево;Свободный проспект;20/58;Новогиреево;
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/302299599/;Москва;rent;flat;2;8;4;190.0;350000;0;Замоскворечье; Бахрушина;19С2;Павелецкая;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301975651/;Москва;rent;flat;5;6;4;188.0;400000;0;Басманный;переулок Гусятников;13/3;Чистые пруды;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302453204/;Москва;rent;flat;2;5;4;90.0;170000;0;Хамовники;Пречистенский переулок;18;Кропоткинская;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/298954713/;Москва;rent;flat;4;6;4;247.0;800000;0;Раменки; Косыгина;19;Воробьёвы горы;
Point Estate Город;real_estate_agent;https://www.cian.ru/rent/flat/288234204/;Москва;rent;flat;8;10;4;85.0;140000;0;Гагаринский;Университетский проспект;4;Университет;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/299933565/;Москва;rent;flat;7;25;4;160.0;350000;0;Якиманка; Шаболовка;23;Шаболовская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/298528353/;Москва;rent;flat;2;9;4;162.0;1700000;0;Арбат; Малая Молчановка;8С1;Арбатская;
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/301995842/;Москва;rent;flat;23;26;4;80.0;200000;0;Хорошевский; Зорге;9к1;Хорошёвская;
Monumental Group;real_estate_agent;https://www.cian.ru/rent/flat/302284432/;Москва;rent;flat;4;6;4;75.0;330000;0;Пресненский;Садовая-Кудринская ;23С4;Маяковская;
Whitewill Аренда;real_estate_agent;https://www.cian.ru/rent/flat/297422762/;Москва;rent;flat;11;14;4;132.0;350000;0;Хорошевский; Авиаконструктора Микояна;14к4;ЦСКА;
